year of exhibition,age at the time,name,birthyear,birthplace city,birthplace state,b latitude,b longitude,work place city,work place state,w latitude,w longitude
2004,37,aleksandra mir,1967,lublin,poland,51.246454,22.568446,new york,new york,40.705631,-73.978003
2004,64,mel bochner,1940,pittsburgh,pennsylvania,40.440625,-79.995886,new york,new york,40.705631,-73.978003
2004,52,dike blair,1952,new castle,pennsylvania,41.003672,-80.347009,new york,new york,40.705631,-73.978003
2004,36,sandra gibson,1968,portland,oregon,45.523452,-122.676207,new york,new york,40.705631,-73.978003
2004,28,zak smith,1976,syracuse,new york,43.048122,-76.147424,new york,new york,40.705631,-73.978003
2004,49,roni horn,1955,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
2004,31,banks violette,1973,ithaca,new york,42.443961,-76.501881,new york,new york,40.705631,-73.978003
2004,51,robert longo,1953,brooklyn,new york,40.65,-73.95,new york,new york,40.705631,-73.978003
2004,31,julie atlas muz,1973,detroit,missouri,42.353385,-83.09702,new york,new york,40.705631,-73.978003
2004,49,amy sillman,1955,detroit,michigan,42.331427,-83.045754,new york,new york,40.705631,-73.978003
2004,55,craigie horsfield,1949,cambridge,massachussets,42.373616,-71.109733,new york,new york,40.705631,-73.978003
2004,44,jack pierson,1960,plymouth,massachusetts,41.958446,-70.667262,new york,new york,40.705631,-73.978003
2004,82,jonas mekas,1922,semeniskiai,lithuania,54.815946,24.120199,new york,new york,40.705631,-73.978003
2004,44,maurizio cattelan,1960,padua,italy,45.406435,11.876761,new york,new york,40.705631,-73.978003
2004,43,julie murray,1961,dublin,ireland,53.349805,-6.26031,new york,new york,40.705631,-73.978003
2004,32,wade guyton,1972,hammond,indiana,41.583369,-87.500041,new york,new york,40.705631,-73.978003
2004,34,julie mehretu,1970,addis ababa,ethiopia,8.980603,38.757761,new york,new york,40.705631,-73.978003
2004,58,anthony mccall,1946,st.paul's cray,england,51.399728,0.104556,new york,new york,40.705631,-73.978003
2004,35,cecily brown,1969,london,england,51.508515,-0.125487,new york,new york,40.705631,-73.978003
2004,32,chloe piene,1972,stamford,connecticut,41.05343,-73.538734,new york,new york,40.705631,-73.978003
2004,41,tom burr,1963,new haven,connecticut,41.308274,-72.927883,new york,new york,40.705631,-73.978003
2004,39,elizabeth peyton,1965,danbury,connecticut,41.394817,-73.454011,new york,new york,40.705631,-73.978003
2004,35,terence koh,1969,beijing,china,39.90403,116.407526,new york,new york,40.705631,-73.978003
2004,30,noemie lafrance,1974,reviere du loup,canada,47.835957,-69.535985,new york,new york,40.705631,-73.978003
2004,30,david altmejd,1974,montreal,canada,45.50867,-73.553992,new york,new york,40.705631,-73.978003
2004,33,luis recoder,1971,san francisco,california,37.77493,-122.419416,new york,new york,40.705631,-73.978003
2004,47,james siena,1957,oceanside,california,33.19587,-117.379483,new york,new york,40.705631,-73.978003
2004,37,julianne swartz,1967,phoenix,arizona,33.448377,-112.074037,new york,new york,40.705631,-73.978003
2004,39,pip chodorov,1965,new york,new york,40.714353,-74.005973,paris,france,48.856614,2.352222
2004,42,virgil marti,1962,st. louis,missouri,38.627003,-90.199404,philadelphia,pennsylvania,39.952335,-75.163789
2004,32,golan levin,1972,new york,new york,40.714353,-74.005973,pittsburgh,pennsylvania,40.440625,-79.995886
2004,37,harrell fletcher,1967,santa maria,california,34.953034,-120.435719,portland,oregon,45.523452,-122.676207
2004,38,tam van tran,1966,kontum,vietnam,14.661167,107.83885,redondo beach,california,33.849182,-118.388408
2004,55,richard prince,1949,panama canal zone,panama canal,9.111086,-79.699318,rensselaerville,new york,42.516189,-74.137913
2004,32,dario robleto,1972,san antonio,texas,29.424122,-98.493628,san antonio,texas,29.424122,-98.493628
2004,59,jack goldstein,1945,montreal,canada,45.50867,-73.553992,san bernardino,california,34.108345,-117.289765
2004,38,sam green,1966,detroit,michigan,42.331427,-83.045754,san francisco,california,37.77493,-122.419416
2004,62,morgan fisher,1942,,washington dc,38.907231,-77.036464,santa monica,california,34.019454,-118.491191
2004,75,yayoi kusama,1929,matsumoto,japan,36.238038,137.972034,tokyo,japan,35.689488,139.691706
2004,71,stan brakhage,1933,kansas city,missouri,39.099727,-94.578567,victoria,canada,48.428421,-123.365644
2004,67,robert mangold,1937,north tonawanda,new york,43.038668,-78.864203,washingtonville,new york,41.427872,-74.16598
2004,36,laylah ali,1968,buffalo,new york,42.886447,-78.878369,williamstown,massachusetts,42.71202,-73.20369
2006,32,deva graf,1974,lafayette,indiana,40.416702,-86.875287,arizona,arizona,41.814433,-96.133626
2006,52,troy brauntuch,1954,jersey city,new jersey,40.728157,-74.077642,austin,texas,30.267153,-97.743061
2006,66,jimmie durham,1940,united states,united states,37.09024,-95.712891,berlin,germany,52.520007,13.404954
2006,39,nicholas currie,1967,paisley,scotland,55.847258,-4.440114,berlin,germany,52.520007,13.404954
2006,74,dorothy iannone,1932,boston,massachusetts,42.358431,-71.059773,berlin,germany,52.520007,13.404954
2006,47,lori cheatle,1959,niagara falls,new york,43.096214,-79.037739,brooklyn,new york,40.65,-73.95
2006,33,gedi sibony,1973,new york,new york,40.714353,-74.005973,brooklyn,new york,40.65,-73.95
2006,31,jay heikes,1975,princeton,new jersey,40.357298,-74.667223,brooklyn,new york,40.65,-73.95
2006,30,andrew lampert,1976,st. louis,missouri,38.627003,-90.199404,brooklyn,new york,40.65,-73.95
2006,32,matthew day jackson,1974,panorama city,california,34.227617,-118.442425,brooklyn,new york,40.65,-73.95
2006,66,tony conrad,1940,concord,new hampshire,43.208137,-71.537572,buffalo,new york,42.886447,-78.878369
2006,67,ed paschke,1939,chicago,illinois,41.878114,-87.629798,chicago,illinois,41.878114,-87.629798
2006,33,florian maier-aichen,1973,stuttgart,germany,48.775418,9.181759,cologne,germany,50.937531,6.960279
2006,63,george butler,1943,chester,england,53.193392,-2.893075,holderness,new hampshire,43.732018,-71.58841
2006,79,kenneth anger,1927,santa monica,california,34.019454,-118.491191,hollywood,california,34.092809,-118.328661
2006,33,dawolu jabari anderson,1973,houston,texas,29.760193,-95.36939,houston,texas,29.760193,-95.36939
2006,33,jamal cyrus,1973,houston,texas,29.760193,-95.36939,houston,texas,29.760193,-95.36939
2006,31,robert pruitt,1975,houston,texas,29.760193,-95.36939,houston,texas,29.760193,-95.36939
2006,32,kenya evans,1974,sumter,south carolina,33.920435,-80.341469,houston,texas,29.760193,-95.36939
2006,48,amy blakemore,1958,tulsa,oklahoma,36.153982,-95.992775,houston,texas,29.760193,-95.36939
2006,35,david gatten,1971,ann arbor,michigan,42.280826,-83.743038,ithaca,new york,42.443961,-76.501881
2006,50,lewis klahr,1956,new york,new york,40.714353,-74.005973,los angeles,california,34.052234,-118.243685
2006,36,kori newkirk,1970,bronx,new york,40.844782,-73.864827,los angeles,california,34.052234,-118.243685
2006,52,doug henry,1954,las vegas,nevada,36.169941,-115.13983,los angeles,california,34.052234,-118.243685
2006,32,chris vasell,1974,grand rapids,michigan,42.96336,-85.668086,los angeles,california,34.052234,-118.243685
2006,44,diana thater,1962,san francisco,california,37.77493,-122.419416,los angeles,california,34.052234,-118.243685
2006,46,liz larner,1960,sacramento,california,38.581572,-121.4944,los angeles,california,34.052234,-118.243685
2006,38,mark grotjahn,1968,pasadena,california,34.147785,-118.144516,los angeles,california,34.052234,-118.243685
2006,39,lisa lapinski,1967,palo alto,california,37.441883,-122.143019,los angeles,california,34.052234,-118.243685
2006,45,mark bradford,1961,los angeles,california,34.052234,-118.243685,los angeles,california,34.052234,-118.243685
2006,43,monica majoli,1963,los angeles,california,34.052234,-118.243685,los angeles,california,34.052234,-118.243685
2006,41,christopher williams,1965,los angeles,california,34.052234,-118.243685,los angeles,california,34.052234,-118.243685
2006,27,hannah greely,1979,los angeles,california,34.052234,-118.243685,los angeles,california,34.052234,-118.243685
2006,31,jp munro,1975,inglewood,california,33.96168,-118.353131,los angeles,california,34.052234,-118.243685
2006,42,t.kelly mason,1964,hollywood,california,34.092809,-118.328661,los angeles,california,34.052234,-118.243685
2006,34,matthew monahan,1972,eureka,california,40.802071,-124.163673,los angeles,california,34.052234,-118.243685
2006,41,mathias poledna,1965,vienna,austria,48.208174,16.373819,los angeles,california,34.052234,-118.243685
2006,53,joe gibbons,1953,providence,rhode island,41.823989,-71.412834,malden,massachusetts,42.425096,-71.066163
2006,43,louise bourque,1963,edmundston new brunswick,canada,47.369013,-68.326674,malden,massachusetts,42.425096,-71.066163
2006,35,francesco vezzoli,1971,brescia,italy,45.541553,10.211802,milan,italy,45.465454,9.186516
2006,39,todd norsten,1967,sunburg,minnesota,45.34774,-95.238356,minneapolis,minnesota,44.983334,-93.26667
2006,37,angela strassheim,1969,bloomfield,iowa,40.751688,-92.414907,minneapolis,minnesota,44.983334,-93.26667
2006,25,ryan trecartin,1981,webster,texas,29.537732,-95.118265,new orleans,louisiana,29.951066,-90.071532
2006,30,yuri masnyj,1976,,washington dc,38.907231,-77.036464,new york,new york,40.705631,-73.978003
2006,30,hanna liden,1976,stockholm,sweden,59.32893,18.06491,new york,new york,40.705631,-73.978003
2006,35,jennifer reeves,1971,colombo,sri lanka,6.927079,79.861243,new york,new york,40.705631,-73.978003
2006,33,spencer sweeney,1973,philadelphia,pennsylvania,39.952335,-75.163789,new york,new york,40.705631,-73.978003
2006,35,martha colburn,1971,gettysburg,pennsylvania,39.830929,-77.231095,new york,new york,40.705631,-73.978003
2006,71,ira cohen,1935,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
2006,60,billy sullivan,1946,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
2006,49,tony oursler,1957,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
2006,48,steven parrino,1958,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
2006,46,jeanne liotta,1960,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
2006,37,daisy wright,1969,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
2006,26,jordan wolfson,1980,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
2006,25,dash snow,1981,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
2006,27,dan colen,1979,leonia,new jersey,40.861489,-73.988194,new york,new york,40.705631,-73.978003
2006,82,taylor mead,1924,grosse point,michigan,42.386149,-82.911859,new york,new york,40.705631,-73.978003
2006,58,marilyn minter,1948,shreveport,louisiana,32.525152,-93.750179,new york,new york,40.705631,-73.978003
2006,43,nari ward,1963,saint andrew,jamaica,18.039135,-76.756737,new york,new york,40.705631,-73.978003
2006,50,rudolf stingel,1956,merano,italy,46.671294,11.152518,new york,new york,40.705631,-73.978003
2006,64,dan graham,1942,urbana,illinois,40.110588,-88.20727,new york,new york,40.705631,-73.978003
2006,37,jim o'rourke,1969,chicago,illinois,41.878114,-87.629798,new york,new york,40.705631,-73.978003
2006,33,paul chan,1973,hong kong,hong kong,22.396428,114.109497,new york,new york,40.705631,-73.978003
2006,42,josephine meckseper,1964,lilienthal,germany,53.149128,8.913357,new york,new york,40.705631,-73.978003
2006,48,jutta koether,1958,cologne,germany,50.937531,6.960279,new york,new york,40.705631,-73.978003
2006,37,kelley walker,1969,columbus,georgia,32.460976,-84.987709,new york,new york,40.705631,-73.978003
2006,44,pierre huyghe,1962,paris,france,48.856614,2.352222,new york,new york,40.705631,-73.978003
2006,34,marie losier,1972,boulogne,france,50.725231,1.613334,new york,new york,40.705631,-73.978003
2006,28,carolina caycedo,1978,london,england,51.508515,-0.125487,new york,new york,40.705631,-73.978003
2006,41,adam mcewen,1965,london,england,51.508515,-0.125487,new york,new york,40.705631,-73.978003
2006,52,robert gober,1954,wallingford,connecticut,41.457011,-72.823074,new york,new york,40.705631,-73.978003
2006,36,carter,1970,norwich,connecticut,41.524265,-72.07591,new york,new york,40.705631,-73.978003
2006,67,richard serra,1939,san francisco,california,37.77493,-122.419416,new york,new york,40.705631,-73.978003
2006,34,aaron young,1972,san francisco,california,37.77493,-122.419416,new york,new york,40.705631,-73.978003
2006,36,anne collier,1970,los angeles,california,34.052234,-118.243685,new york,new york,40.705631,-73.978003
2006,40,natalie jeremijenko,1966,mackay,australia,-21.14121,149.185625,new york,new york,40.705631,-73.978003
2006,76,sturtevant,1930,lakewood,ohio,41.481993,-81.798191,paris,france,48.856614,2.352222
2006,37,cameron jamie,1969,los angeles,california,34.052234,-118.243685,paris,france,48.856614,2.352222
2006,37,mark & tiravanija	rirkrit	disuvero,1969,los angeles,california,34.052234,-118.243685,paris,france,48.856614,2.352222
2006,36,zoe strauss,1970,philadelphia,pennsylvania,39.952335,-75.163789,philadelphia,pennsylvania,39.952335,-75.163789
2006,47,peter doig,1959,edinburgh,scotland,55.953252,-3.188267,san francisco,california,37.77493,-122.419416
2006,57,dominic angerame,1949,albany,new york,42.652579,-73.756232,san francisco,california,37.77493,-122.419416
2006,29,lucas degiulio,1977,dearborn,michigan,42.32226,-83.176314,san francisco,california,37.77493,-122.419416
2006,32,trisha donnelly,1974,san francisco,california,37.77493,-122.419416,san francisco,california,37.77493,-122.419416
2006,25,jennie smith,1981,san francisco,california,37.77493,-122.419416,san francisco,california,37.77493,-122.419416
2006,31,jesus 'bubu' negrón,1975,barceloneta,puerto rico,18.450502,-66.538505,san juan,puerto rico,18.466334,-66.105722
2006,32,jennifer allora,1974,philadelphia,pennsylvania,39.952335,-75.163789,san juan,puerto rico,18.466334,-66.105722
2006,35,guillermo calzadilla,1971,havana,cuba,23.05407,-82.345189,san juan,puerto rico,18.466334,-66.105722
2006,80,miles davis,1926,alton,illinois,38.890604,-90.184276,santa monica,california,34.019454,-118.491191
2006,77,michael snow,1929,toronto,canada,43.653226,-79.383184,toronto,canada,43.653226,-79.383184
2006,31,christina battle,1975,edmonton,canada,53.544389,-113.490927,toronto,canada,43.653226,-79.383184
2006,64,james benning,1942,milwaukee,wisconsin,43.038903,-87.906474,val verde,california,34.444995,-118.657589
2006,57,rodney graham,1949,vancouver,canada,49.261226,-123.113927,vancouver,canada,49.261226,-123.113927
2006,57,rodney graham,1949,abbotsford,canada,49.054587,-122.328026,vancouver,canada,49.261226,-123.113927
2006,45,daniel johnston,1961,sacramento,california,38.581572,-121.4944,waller,texas,30.056609,-95.926899
2006,33,urs fischer,1973,zurich,switzerland,47.36865,8.539183,zurich,switzerland,47.36865,8.539183
2006,35,anthony burdin,1971,encino,california,34.151749,-118.521428,,california,36.778261,-119.417932
2008,57,michael smith,1951,chicago,illinois,41.878114,-87.629798,austin,texas,30.267153,-97.743061
2008,36,omer fast,1972,jerusalem,israel,31.768319,35.21371,berlin,germany,52.520007,13.404954
2008,39,robert fenz,1969,ann arbor,michigan,42.280826,-83.743038,cambridge,massachusetts,42.373616,-71.109733
2008,54,stephen prina,1954,galesburg,illinois,40.947816,-90.371239,cambridge,massachusetts,42.373616,-71.109733
2008,43,kevin jerome everson,1965,mansfield,ohio,40.75839,-82.515447,charlottesville,virginia,38.029306,-78.476678
2008,47,jennifer montgomery,1961,new york,new york,40.714353,-74.005973,chicago,illinois,41.878114,-87.629798
2008,31,melanie schiff,1977,chicago,illinois,41.878114,-87.629798,chicago,illinois,41.878114,-87.629798
2008,32,eduardo sarabia,1976,los angeles,california,34.052234,-118.243685,guadalajara,mexico,20.659699,-103.349609
2008,37,william cordova,1971,lima,peru,-12.046374,-77.042793,houston,texas,29.760193,-95.36939
2008,39,rodney mcmillian,1969,columbia,south carolina,34.00071,-81.034814,los angeles,california,34.052234,-118.243685
2008,36,drew heitzler,1972,charleston,south carolina,32.776566,-79.930922,los angeles,california,34.052234,-118.243685
2008,46,william e. jones,1962,canton,ohio,40.798947,-81.378447,los angeles,california,34.052234,-118.243685
2008,50,charles long,1958,long branch,new jersey,40.304278,-73.99236,los angeles,california,34.052234,-118.243685
2008,37,shannon ebner,1971,englewood,new jersey,40.892877,-73.972638,los angeles,california,34.052234,-118.243685
2008,39,fritz haeg,1969,saint cloud,minnesota,45.557945,-94.16324,los angeles,california,34.052234,-118.243685
2008,36,patrick hill,1972,royal oak,michigan,42.48948,-83.144649,los angeles,california,34.052234,-118.243685
2008,48,david thorne,1960,boston,massachusetts,42.358431,-71.059773,los angeles,california,34.052234,-118.243685
2008,33,amanda ross-ho,1975,chicago,illinois,41.878114,-87.629798,los angeles,california,34.052234,-118.243685
2008,38,alice konitz,1970,essen,germany,51.455643,7.011555,los angeles,california,34.052234,-118.243685
2008,32,walead beshty,1976,london,england,51.508515,-0.125487,los angeles,california,34.052234,-118.243685
2008,57,james welling,1951,hartford,connecticut,41.763711,-72.685093,los angeles,california,34.052234,-118.243685
2008,39,mungo thomson,1969,woodland,california,38.678516,-121.773297,los angeles,california,34.052234,-118.243685
2008,34,ruben ochoa,1974,oceanside,california,33.19587,-117.379483,los angeles,california,34.052234,-118.243685
2008,35,jedidiah caesar,1973,oakland,california,37.804364,-122.271114,los angeles,california,34.052234,-118.243685
2008,41,frances stark,1967,newport beach,california,33.61891,-117.928947,los angeles,california,34.052234,-118.243685
2008,43,jason rhoades,1965,newcastle,california,38.873682,-121.133888,los angeles,california,34.052234,-118.243685
2008,35,mario ybarra jr.,1973,los angeles,california,34.052234,-118.243685,los angeles,california,34.052234,-118.243685
2008,30,ry rocklen,1978,los angeles,california,34.052234,-118.243685,los angeles,california,34.052234,-118.243685
2008,40,julia meltzer,1968,hollywood,california,34.092809,-118.328661,los angeles,california,34.052234,-118.243685
2008,42,harry dodge,1966,san francisco,california,37.77493,-122.419416,los angeles,california,34.052234,-118.243685
2008,40,stanya kahn,1968,san francisco,california,37.77493,-122.419416,los angeles,california,34.052234,-118.243685
2008,30,luke fischbeck,1978,san francisco,california,37.77493,-122.419416,los angeles,california,34.052234,-118.243685
2008,51,daniel joseph martinez,1957,los angeles,california,34.052234,-118.243685,los angeles,california,34.052234,-118.243685
2008,36,edgar arceneaux,1972,los angeles,california,34.052234,-118.243685,los angeles,california,34.052234,-118.243685
2008,34,natalia almada,1974,mexico,mexico,19.432608,-99.133208,mexico city,mexico,19.432608,-99.133208
2008,33,adler guerrier,1975,port-au-prince,haiti,18.533333,-72.333333,miami,florida,25.789097,-80.204044
2008,33,bert rodriguez,1975,miami,florida,25.789097,-80.204044,miami,florida,25.789097,-80.204044
2008,39,corey mccorkle,1969,la crosse,wisconsin,43.801356,-91.239581,new york,new york,40.705631,-73.978003
2008,39,javier tellez,1969,valencia,venezuela,10.157931,-67.99721,new york,new york,40.705631,-73.978003
2008,57,leslie thornton,1951,oak ridge,tennessee,36.010356,-84.269645,new york,new york,40.705631,-73.978003
2008,38,olaf breuning,1970,schaffhausen,switzerland,47.707766,8.641442,new york,new york,40.705631,-73.978003
2008,37,carol bove,1971,geneva,switzerland,46.198392,6.142296,new york,new york,40.705631,-73.978003
2008,38,fia backstrom,1970,stockholm,sweden,59.32893,18.06491,new york,new york,40.705631,-73.978003
2008,46,lisa sigal,1962,philadelphia,pennsylvania,39.952335,-75.163789,new york,new york,40.705631,-73.978003
2008,32,howie chen,1976,cincinnati,ohio,39.103118,-84.51202,new york,new york,40.705631,-73.978003
2008,32,gardar eide einarsson,1976,oslo,norway,59.913869,10.752245,new york,new york,40.705631,-73.978003
2008,37,david reinfurt,1971,chapel hill,north carolina,35.9132,-79.055845,new york,new york,40.705631,-73.978003
2008,35,phoebe washburn,1973,poughkeepsie,new york,41.700371,-73.92097,new york,new york,40.705631,-73.978003
2008,48,coco fusco,1960,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
2008,42,rachel harrison,1966,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
2008,40,marina rosenfeld,1968,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
2008,35,adam putnam,1973,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
2008,31,leslie hewitt,1977,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
2008,61,louise lawler,1947,bronxville,new york,40.938154,-73.832078,new york,new york,40.705631,-73.978003
2008,38,gretchen skogerson,1970,teaneck,new jersey,40.893247,-74.011654,new york,new york,40.705631,-73.978003
2008,32,amy granat,1976,saint louis,missouri,38.627003,-90.199404,new york,new york,40.705631,-73.978003
2008,33,joe bradley,1975,old orchard beach,maine,43.513802,-70.383765,new york,new york,40.705631,-73.978003
2008,47,dj olive,1961,boston,massachusetts,42.358431,-71.059773,new york,new york,40.705631,-73.978003
2008,33,cheyney thompson,1975,baton rouge,louisiana,30.458283,-91.14032,new york,new york,40.705631,-73.978003
2008,35,seth price,1973,east jerusalem,israel,31.768319,35.21371,new york,new york,40.705631,-73.978003
2008,34,amie siegel,1974,chicago,illinois,41.878114,-87.629798,new york,new york,40.705631,-73.978003
2008,37,matthew brannon,1971,saint maries,idaho,47.314354,-116.562667,new york,new york,40.705631,-73.978003
2008,40,rita ackermann,1968,budapest,hungary,47.497912,19.040235,new york,new york,40.705631,-73.978003
2008,51,spike lee,1957,atlanta,georgia,33.748995,-84.387982,new york,new york,40.705631,-73.978003
2008,32,agathe snow,1976,corsica,france,42.039604,9.012893,new york,new york,40.705631,-73.978003
2008,39,roe ethridge,1969,miami,florida,25.789097,-80.204044,new york,new york,40.705631,-73.978003
2008,35,stuart bailey,1973,york,england,53.959965,-1.087298,new york,new york,40.705631,-73.978003
2008,41,ellen harvey,1967,kent,england,51.278708,0.521725,new york,new york,40.705631,-73.978003
2008,38,heather rowe,1970,new haven,connecticut,41.308274,-72.927883,new york,new york,40.705631,-73.978003
2008,36,bozidar brazda,1972,cambridge,canada,43.361621,-80.314428,new york,new york,40.705631,-73.978003
2008,57,matt mullican,1951,santa monica,california,34.019454,-118.491191,new york,new york,40.705631,-73.978003
2008,68,mary heilmann,1940,san francisco,california,37.77493,-122.419416,new york,new york,40.705631,-73.978003
2008,38,michael queenland,1970,pasadena,california,34.147785,-118.144516,new york,new york,40.705631,-73.978003
2008,33,mika tajima,1975,los angeles,california,34.052234,-118.243685,new york,new york,40.705631,-73.978003
2008,47,kembra pfahler,1961,hermosa beach,california,33.862237,-118.399519,new york,new york,40.705631,-73.978003
2008,28,rashawn griffin,1980,los angeles,california,34.052234,-118.243685,new york,new york,40.705631,-73.978003
2008,32,mika rottenberg,1976,buenos aires,argentina,-34.603723,-58.381593,new york,new york,40.705631,-73.978003
2008,51,karen kilimnik,1957,philadelphia,pennsylvania,39.952335,-75.163789,philadelphia,pennsylvania,39.952335,-75.163789
2008,45,mk guth,1963,stevens point,wisconsin,44.523579,-89.574563,portland,oregon,45.523452,-122.676207
2008,32,mitzi pederson,1976,stuart,florida,27.197548,-80.252826,san francisco,california,37.77493,-122.419416
2008,76,robert bechtle,1932,san francisco,california,37.77493,-122.419416,san francisco,california,37.77493,-122.419416
2008,61,sherrie levine,1947,hazleton,pennsylvania,40.958418,-75.974647,santa fe,new mexico,35.686975,-105.937799
2008,77,john baldessari,1931,national city,california,32.678109,-117.099197,santa monica,california,34.019454,-118.491191
2008,64,olivier mosset,1944,bern,switzerland,46.947922,7.444608,tuscon,arizona,32.221743,-110.926479
2010,40,ania soliman,1970,warsaw,poland,52.229676,21.012229,basel,switzerland,47.567442,7.597551
2010,31,david adamo,1979,rochester,new york,43.16103,-77.610922,berlin,germany,52.520007,13.404954
2010,31,jesse aron green,1979,boston,massachusetts,42.358431,-71.059773,boston,massachusetts,42.358431,-71.059773
2010,30,josh brand,1980,elkhorn,wisconsin,42.672793,-88.544545,brooklyn,new york,40.65,-73.95
2010,35,richard aldrich,1975,hampton,virginia,37.029869,-76.345222,brooklyn,new york,40.65,-73.95
2010,36,sarah crowner,1974,philadelphia,pennsylvania,39.952335,-75.163789,brooklyn,new york,40.65,-73.95
2010,35,alex hubbard,1975,toledo,oregon,44.621507,-123.938448,brooklyn,new york,40.65,-73.95
2010,57,james casebere,1953,east lansing,michigan,42.736979,-84.483865,brooklyn,new york,40.65,-73.95
2010,52,dawn clements,1958,woburn,massachusetts,42.479262,-71.152276,brooklyn,new york,40.65,-73.95
2010,30,aki sasamoto,1980,yokohama,japan,35.443708,139.638026,brooklyn,new york,40.65,-73.95
2010,37,stephanie sinclair,1973,miami,florida,25.789097,-80.204044,brooklyn,new york,40.65,-73.95
2010,67,robert williams,1943,albuquerque,new mexico,35.110703,-106.609991,chatsworth,california,34.250636,-118.61481
2010,55,jim lutes,1955,fort lewis,washington,47.114444,-122.564722,chicago,illinois,41.878114,-87.629798
2010,60,julia fish,1950,toledo,oregon,44.621507,-123.938448,chicago,illinois,41.878114,-87.629798
2010,46,scott short,1964,marion,ohio,40.58867,-83.128524,chicago,illinois,41.878114,-87.629798
2010,31,curtis mann,1979,dayton,ohio,39.758948,-84.191607,chicago,illinois,41.878114,-87.629798
2010,37,theaster gates,1973,chicago,illinois,41.878114,-87.629798,chicago,illinois,41.878114,-87.629798
2010,73,robert grosvenor,1937,new york,new york,40.714353,-74.005973,long island,new york,40.789142,-73.13496
2010,33,lesley vance,1977,milwaukee,wisconsin,43.038903,-87.906474,los angeles,california,34.052234,-118.243685
2010,37,erika vogt,1973,east newark,new jersey,40.750278,-74.163056,los angeles,california,34.052234,-118.243685
2010,39,kelly nipper,1971,edina,minnesota,44.889687,-93.349949,los angeles,california,34.052234,-118.243685
2010,37,kerry tribe,1973,boston,massachusetts,42.358431,-71.059773,los angeles,california,34.052234,-118.243685
2010,57,charles ray,1953,chicago,illinois,41.878114,-87.629798,los angeles,california,34.052234,-118.243685
2010,38,thomas houseago,1972,leeds,england,53.801279,-1.548567,los angeles,california,34.052234,-118.243685
2010,50,martin kersels,1960,sierra madre,california,34.161673,-118.052846,los angeles,california,34.052234,-118.243685
2010,47,pae white,1963,pasadena,california,34.147785,-118.144516,los angeles,california,34.052234,-118.243685
2010,67,michael asher,1943,los angeles,california,34.052234,-118.243685,los angeles,california,34.052234,-118.243685
2010,31,hannah greely,1979,los angeles,california,34.052234,-118.243685,los angeles,california,34.052234,-118.243685
2010,24,tam tran,1986,hue,vietnam,16.463461,107.584702,memphis,tennessee,35.149534,-90.04898
2010,42,piotr uklanski,1968,warsaw,poland,52.229676,21.012229,new york,new york,40.705631,-73.978003
2010,69,suzan frecon,1941,mexico,pennsylvania,40.537579,-77.353321,new york,new york,40.705631,-73.978003
2010,50,nina berman,1960,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
2010,37,marianne vitale,1973,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
2010,53,george condo,1957,concord,new hampshire,43.208137,-71.537572,new york,new york,40.705631,-73.978003
2010,76,lorraine o’grady,1934,boston,massachusetts,42.358431,-71.059773,new york,new york,40.705631,-73.978003
2010,49,r.h. quaytman,1961,boston,massachusetts,42.358431,-71.059773,new york,new york,40.705631,-73.978003
2010,33,emily roysdon,1977,easton,maryland,38.774283,-76.07633,new york,new york,40.705631,-73.978003
2010,40,sharon hayes,1970,baltimore,maryland,39.290385,-76.612189,new york,new york,40.705631,-73.978003
2010,31,rashaad newsome,1979,new orleans,louisiana,29.951066,-90.071532,new york,new york,40.705631,-73.978003
2010,46,josephine meckseper,1964,lilienthal,germany,53.149128,8.913357,new york,new york,40.705631,-73.978003
2010,66,roland flexner,1944,nice,france,43.696036,7.265592,new york,new york,40.705631,-73.978003
2010,69,babette mangolte,1941,montmorot (jura),france,46.677317,5.529023,new york,new york,40.705631,-73.978003
2010,35,kate gilmore,1975,,washington dc,38.907231,-77.036464,new york,new york,40.705631,-73.978003
2010,50,maureen gallace,1960,stamford,connecticut,41.05343,-73.538734,new york,new york,40.705631,-73.978003
2010,29,tauba auerbach,1981,san francisco,california,37.77493,-122.419416,new york,new york,40.705631,-73.978003
2010,48,jeffrey inaba,1962,los angeles,california,34.052234,-118.243685,new york,new york,40.705631,-73.978003
